Id,SalePrice
1461,122712.984375
1462,151025.515625
1463,144160.0625
1464,110610.4453125
1465,67170.8984375
1466,110322.84375
1467,93108.5546875
1468,95947.9296875
1469,112771.953125
1470,94699.9375
1471,75354.6328125
1472,34774.62890625
1473,35076.38671875
1474,42463.08203125
1475,40754.86328125
1476,139663.890625
1477,137639.15625
1478,126601.8046875
1479,149813.140625
1480,156662.265625
1481,146598.125
1482,86435.3984375
1483,184617.515625
1484,50908.8125
1485,137570.765625
1486,98431.3671875
1487,179491.515625
1488,104060.734375
1489,103928.7421875
1490,115729.5703125
1491,127302.8046875
1492,106946.3046875
1493,158413.03125
1494,140673.328125
1495,123671.7421875
1496,67072.984375
1497,54029.4140625
1498,49358.72265625
1499,43466.05078125
1500,43537.81640625
1501,48290.09765625
1502,41702.95703125
1503,137225.3125
1504,88816.359375
1505,94907.7109375
1506,117764.1640625
1507,121035.5078125
1508,188914.578125
1509,106720.203125
1510,107021.7890625
1511,109509.8515625
1512,109021.5078125
1513,115657.4921875
1514,137664.796875
1515,111799.0234375
1516,173771.203125
1517,122340.375
1518,97371.0390625
1519,96555.9609375
1520,92782.6796875
1521,116508.1953125
1522,111768.4453125
1523,95237.2578125
1524,117264.6796875
1525,116679.0625
1526,140037.296875
1527,90110.03125
1528,92320.8203125
1529,89412.609375
1530,109249.8203125
1531,64994.99609375
1532,56774.9296875
1533,74184.8046875
1534,82115.1640625
1535,126932.2109375
1536,94354.4765625
1537,104957.140625
1538,106797.2421875
1539,102650.0546875
1540,99794.0625
1541,114643.9609375
1542,74285.1171875
1543,92811.671875
1544,63980.82421875
1545,73181.1796875
1546,73763.484375
1547,77722.0546875
1548,74600.3359375
1549,75280.1015625
1550,77335.8203125
1551,75550.0234375
1552,94548.5078125
1553,131118.015625
1554,48132.76171875
1555,158077.890625
1556,113971.0390625
1557,105904.4921875
1558,72605.4921875
1559,75839.796875
1560,75820.2421875
1561,116568.3203125
1562,89272.9921875
1563,89521.609375
1564,88812.375
1565,120084.2890625
1566,199333.34375
1567,101019.953125
1568,173744.046875
1569,185214.828125
1570,121686.3828125
1571,104122.890625
1572,106068.8984375
1573,177216.265625
1574,121220.7109375
1575,128821.6953125
1576,132265.34375
1577,87694.1796875
1578,146145.265625
1579,118689.2734375
1580,104984.5078125
1581,154843.078125
1582,86567.8828125
1583,118432.28125
1584,107007.1484375
1585,59928.32421875
1586,95172.6796875
1587,97780.2109375
1588,110727.7578125
1589,124092.0859375
1590,77299.0390625
