Id,SalePrice
1461,85542.65625
1462,98698.546875
1463,99398.4296875
1464,75438.78125
1465,44779.3984375
1466,75183.5859375
1467,63104.85546875
1468,65142.234375
1469,77171.03125
1470,65293.5625
1471,50452.0
1472,22259.60546875
1473,22405.041015625
1474,26929.626953125
1475,26530.181640625
1476,95030.015625
1477,94983.9765625
1478,86620.046875
1479,102905.1875
1480,106331.421875
1481,100077.171875
1482,58329.609375
1483,128748.0
1484,33209.6328125
1485,95089.703125
1486,66537.0078125
1487,123705.34375
1488,70886.2578125
1489,71235.3515625
1490,79050.765625
1491,87343.015625
1492,73569.875
1493,109996.421875
1494,96701.9375
1495,83892.2109375
1496,44209.76171875
1497,34996.09375
1498,32496.177734375
1499,28287.3828125
1500,28282.708984375
1501,31299.32421875
1502,27275.076171875
1503,94795.28125
1504,59554.6484375
1505,64145.09375
1506,79787.3515625
1507,81583.4921875
1508,131286.0
1509,72585.3046875
1510,73226.2734375
1511,75083.28125
1512,74247.734375
1513,78674.25
1514,96394.265625
1515,74537.90625
1516,120784.9296875
1517,83554.234375
1518,65752.546875
1519,65341.1171875
1520,63254.40625
1521,79932.65625
1522,76025.96875
1523,64695.359375
1524,80757.9453125
1525,80438.0625
1526,97212.15625
1527,61948.43359375
1528,62944.3671875
1529,61087.1484375
1530,74675.390625
1531,42310.234375
1532,40069.56640625
1533,50454.56640625
1534,55421.37890625
1535,86689.765625
1536,64053.95703125
1537,72939.9921875
1538,72417.4375
1539,68937.546875
1540,68866.109375
1541,78776.25
1542,49361.53125
1543,61807.265625
1544,43182.7734375
1545,49346.8671875
1546,49964.7578125
1547,52155.25
1548,49903.953125
1549,51431.65625
1550,51836.23046875
1551,50891.484375
1552,63470.125
1553,92490.5234375
1554,31002.822265625
1555,108770.8203125
1556,78103.2109375
1557,74403.5703125
1558,49264.78125
1559,52281.62890625
1560,50484.4375
1561,81047.875
1562,61574.8671875
1563,61301.23046875
1564,60112.64453125
1565,82903.890625
1566,139209.15625
1567,69897.171875
1568,120065.140625
1569,129099.09375
1570,84281.78125
1571,70819.875
1572,72586.59375
1573,123149.546875
1574,83238.671875
1575,88433.125
1576,91171.609375
1577,59634.16796875
1578,101195.7265625
1579,82273.5390625
1580,71380.921875
1581,108131.125
1582,59408.546875
1583,80298.546875
1584,72217.171875
1585,40417.99609375
1586,65732.7421875
1587,66957.6796875
1588,75774.578125
1589,85896.2265625
1590,52227.0859375
1591,52171.5625
1592,43248.2578125
1593,61584.015625
1594,56295.4609375
1595,73596.0625
1596,79063.75
1597,110600.0390625
1598,134703.765625
1599,37580.2890625
1600,37827.984375
1601,62323.15625
1602,69469.203125
1603,66406.6875
1604,37914.6640625
1605,82706.9375
1606,73525.7421875
1607,94807.96875
1608,88162.34375
1609,74686.953125
1610,73375.96875
1611,108539.734375
1612,77166.0
1613,88102.5
1614,27273.15234375
1615,20753.1328125
1616,23342.576171875
1617,23629.998046875
1618,55964.078125
1619,93373.9375
1620,61953.3125
1621,77987.3046875
1622,78328.4375
1623,76226.515625
1624,94523.65625
1625,93746.5078125
1626,77495.453125
1627,76694.5859375
1628,87291.703125
1629,64628.0859375
1630,61253.609375
1631,60012.296875
1632,64359.0390625
1633,67909.09375
1634,59931.3515625
1635,67558.3515625
1636,58545.58984375
1637,87607.359375
1638,95796.484375
1639,82156.359375
1640,91010.28125
1641,82804.78125
1642,57110.046875
1643,60357.015625
1644,66465.765625
1645,72487.453125
1646,76496.9921875
1647,82260.28125
1648,62118.15625
1649,65925.390625
1650,56855.87109375
1651,69070.3671875
1652,22201.818359375
1653,22406.076171875
1654,27033.826171875
1655,27499.552734375
1656,27326.861328125
1657,27393.451171875
1658,27465.859375
1659,25505.26953125
1660,79605.359375
1661,104204.328125
1662,91758.0546875
1663,92679.5
1664,102030.875
1665,87229.53125
1666,120344.875
1667,159738.0625
1668,79863.4453125
1669,82238.46875
1670,99426.8828125
1671,94965.1875
1672,111585.59375
1673,96701.640625
1674,75074.75
1675,56938.8984375
1676,45886.7265625
1677,78115.1171875
1678,109056.75
1679,110816.90625
1680,61204.2109375
1681,54480.94140625
1682,119242.171875
1683,35478.59375
1684,80802.03125
